,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
633,Viti,es ESP,DF,27-235,26.0,20,1757.0,19.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.3,1.4,39.0,43.0,62.0,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Las Palmas,2024,
634,Oliver McBurnie,sct SCO,FW,28-339,30.0,17,1566.0,17.4,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,4.4,4.4,2.6,7.0,6.0,26.0,69.0,0.17,0.34,0.52,0.17,0.52,0.25,0.15,0.4,0.25,0.4,Matches,Las Palmas,2024,
635,Álex Muñoz,es ESP,DF,30-283,20.0,17,1370.0,15.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.9,0.9,0.5,1.4,14.0,45.0,51.0,0.2,0.0,0.2,0.2,0.2,0.06,0.03,0.09,0.06,0.09,Matches,Las Palmas,2024,
636,José Campaña,es ESP,MF,31-343,23.0,14,1099.0,12.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,8.0,77.0,15.0,0.0,0.25,0.25,0.0,0.25,0.01,0.06,0.07,0.01,0.07,Matches,Las Palmas,2024,
637,Juan Herzog,es ESP,DF,21-361,15.0,11,966.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Las Palmas,2024,
638,Stefan Bajcetic,es ESP,"MF,DF",20-199,12.0,10,839.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.5,7.0,35.0,7.0,0.11,0.0,0.11,0.11,0.11,0.03,0.02,0.05,0.03,0.05,Matches,Las Palmas,2024,
639,Marvin,es ESP,"DF,FW",24-310,19.0,7,815.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,25.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Las Palmas,2024,
640,Dinko Horkaš,hr CRO,GK,26-060,9.0,7,725.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,2024,
641,Manuel Fuster,es ESP,"FW,MF",27-199,24.0,6,792.0,8.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,1.6,2.3,18.0,56.0,67.0,0.23,0.11,0.34,0.23,0.34,0.08,0.18,0.26,0.08,0.26,Matches,Las Palmas,2024,
642,Enzo Loiodice,fr FRA,MF,24-163,15.0,5,504.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Las Palmas,2024,
643,Jaime Mata,es ESP,FW,36-197,26.0,3,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.5,2.5,0.1,2.6,6.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.42,0.02,0.44,0.42,0.44,Matches,Las Palmas,2024,
644,Adnan Januzaj,be BEL,"MF,FW",30-093,14.0,3,405.0,4.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,0.8,1.4,18.0,32.0,43.0,0.44,0.22,0.67,0.44,0.67,0.13,0.18,0.32,0.13,0.32,Matches,Las Palmas,2024,
645,Andy Pelmard,fr FRA,DF,25-058,4.0,2,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03,Matches,Las Palmas,2024,
646,Benito Ramírez,es ESP,"DF,MF",29-302,17.0,1,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.8,1.0,14.0,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.23,0.05,0.23,Matches,Las Palmas,2024,
647,Daley Sinkgraven,nl NED,DF,29-309,2.0,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Las Palmas,2024,
648,Marc Cardona,es ESP,"FW,DF",29-305,10.0,0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,Las Palmas,2024,
649,Fabio González,es ESP,MF,28-086,2.0,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Las Palmas,2024,
650,Pejiño,es ESP,FW,28-284,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Las Palmas,2024,
651,Valentín Pezzolesi,es ESP,DF,18-023,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,2024,
652,Aboubacar Bassinga,ci CIV,MF,19-300,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,2024,
653,Iván Gil,es ESP,MF,25-111,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
654,Álvaro Killane,es ESP,GK,20-146,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
655,Diego Martín,es ESP,FW,21-269,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
656,Israel Mora,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
657,Víctor Puig,es ESP,GK,25-269,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
658,Elías Romero,es ESP,FW,20-363,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
659,Sergio Ruiz,es ESP,FW,19-121,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
660,Sergio Viera,es ESP,MF,20-001,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,2024,
661,Sergi,es ESP,DF,33-019,33.0,32,2826.0,31.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.5,1.5,0.4,1.9,3.0,76.0,2.0,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,Leganes,2024,
662,Marko Dmitrović,rs SRB,GK,33-105,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Leganes,2024,
663,Seydouba Cissé,gn GUI,MF,24-088,30.0,27,2092.0,23.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.4,1.4,0.3,1.8,22.0,91.0,36.0,0.09,0.0,0.09,0.09,0.09,0.06,0.01,0.08,0.06,0.08,Matches,Leganes,2024,
664,Valentin Rosier,fr FRA,DF,28-263,30.0,26,2443.0,27.1,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.9,0.9,1.1,2.0,40.0,68.0,89.0,0.04,0.07,0.11,0.04,0.11,0.03,0.04,0.07,0.03,0.07,Matches,Leganes,2024,
665,Yvan Neyou,cm CMR,MF,28-126,28.0,25,2171.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,14.0,0.0,0.6,0.6,0.5,1.1,22.0,90.0,29.0,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.05,0.03,0.05,Matches,Leganes,2024,
666,Javi Hernández,es ESP,DF,27-007,28.0,24,2119.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,1.3,1.9,31.0,62.0,83.0,0.04,0.04,0.08,0.04,0.08,0.03,0.06,0.08,0.03,0.08,Matches,Leganes,2024,
667,Renato Tapia,pe PER,"MF,DF",29-285,30.0,24,2092.0,23.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.5,0.5,0.4,0.9,15.0,62.0,18.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,Matches,Leganes,2024,
668,Juan Cruz,es ESP,"FW,MF",25-014,32.0,24,2080.0,23.1,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,3.3,5.0,57.0,59.0,124.0,0.17,0.13,0.3,0.17,0.3,0.07,0.14,0.22,0.07,0.22,Matches,Leganes,2024,
669,Matija Nastasić,rs SRB,DF,32-042,25.0,23,2033.0,22.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,1.0,58.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.01,0.01,0.0,0.01,Matches,Leganes,2024,
670,Dani Raba,es ESP,"FW,MF",29-192,25.0,20,1625.0,18.1,7.0,4.0,11.0,3.0,4.0,5.0,5.0,0.0,6.8,2.9,3.6,6.5,36.0,59.0,83.0,0.39,0.22,0.61,0.17,0.39,0.38,0.2,0.57,0.16,0.36,Matches,Leganes,2024,
671,Miguel,es ESP,FW,25-248,30.0,17,1675.0,18.6,1.0,3.0,4.0,0.0,1.0,2.0,3.0,0.0,4.9,3.3,1.4,4.8,14.0,16.0,88.0,0.05,0.16,0.21,0.0,0.16,0.26,0.08,0.34,0.18,0.26,Matches,Leganes,2024,
672,Darko Brašanac,rs SRB,MF,33-086,27.0,15,1561.0,17.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,0.4,2.2,6.0,42.0,53.0,0.06,0.12,0.17,0.06,0.17,0.1,0.02,0.13,0.1,0.13,Matches,Leganes,2024,
673,Jorge Sáenz,es ESP,DF,28-173,19.0,15,1330.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.6,0.6,0.1,0.7,5.0,26.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches,Leganes,2024,
674,Adrià Altimira,es ESP,"DF,FW",24-042,18.0,15,1270.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,38.0,49.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches,Leganes,2024,
675,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-315,26.0,12,1248.0,13.9,1.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,1.9,1.9,2.0,3.9,23.0,59.0,57.0,0.07,0.29,0.36,0.07,0.36,0.14,0.14,0.28,0.14,0.28,Matches,Leganes,2024,
676,Diego,es ESP,"FW,MF",25-021,24.0,10,930.0,10.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.5,3.5,0.2,3.7,8.0,14.0,44.0,0.29,0.0,0.29,0.29,0.29,0.34,0.02,0.36,0.34,0.36,Matches,Leganes,2024,
677,Munir El Haddadi,ma MAR,"FW,MF",29-250,21.0,7,665.0,7.4,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.2,1.2,0.7,1.8,9.0,19.0,34.0,0.54,0.0,0.54,0.54,0.54,0.16,0.09,0.25,0.16,0.25,Matches,Leganes,2024,
678,Enric Franquesa,es ESP,"DF,FW",28-072,12.0,7,616.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,11.0,12.0,30.0,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06,Matches,Leganes,2024,
679,Juan Soriano,es ESP,GK,27-259,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,2024,
680,Sébastien Haller,ci CIV,FW,30-321,8.0,5,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13,Matches,Leganes,2024,
681,Roberto López,es ESP,MF,25-015,13.0,3,396.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,3.0,20.0,11.0,0.0,0.23,0.23,0.0,0.23,0.11,0.2,0.31,0.11,0.31,Matches,Leganes,2024,
682,Yan Diomandé,ci CIV,"FW,MF",18-176,6.0,3,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,7.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.23,0.16,0.23,Matches,Leganes,2024,
683,Julián Chicco,ar ARG,"MF,DF",27-116,13.0,2,294.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,8.0,16.0,7.0,0.0,0.31,0.31,0.0,0.31,0.14,0.05,0.19,0.14,0.19,Matches,Leganes,2024,
684,Aritz Arambarri,es ESP,DF,27-098,2.0,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Leganes,2024,
685,Duk,cv CPV,"MF,FW",25-082,7.0,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,10.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.39,0.4,0.01,0.4,Matches,Leganes,2024,
686,Borna Barišić,hr CRO,DF,32-180,1.0,1,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,2024,
687,Álvaro Abajas,es ESP,GK,21-362,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
688,Lalo Aguilar,es ESP,DF,22-332,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
689,Iker Bachiller,es ESP,DF,22-237,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
690,Naim García,es ESP,MF,22-332,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
691,Álex Gil,es ESP,MF,22-093,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
692,Carlos Guirao,es ESP,MF,22-012,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
693,Jackson Porozo,ec ECU,DF,24-278,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
694,Guillermo Ruiz,es ESP,GK,21-151,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
695,João Urbáez,do DOM,DF,22-289,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,2024,
696,Karl Jakob Hein,ee EST,GK,23-026,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,2024,28.0
697,Luis Pérez,es ESP,DF,30-094,,27,2423.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.9,2.0,39.0,83.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Valladolid,2024,28.0
698,Javi Sánchez,es ESP,DF,28-056,,25,2026.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,4.0,34.0,4.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,Matches,Valladolid,2024,25.0
699,Raúl Moro,es ESP,"MF,FW",22-155,,22,1998.0,22.2,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,5.0,8.5,95.0,70.0,170.0,0.18,0.18,0.36,0.18,0.36,0.16,0.22,0.38,0.16,0.38,Matches,Valladolid,2024,29.0
700,Lucas Oliveira Rosa,br BRA,DF,25-036,,21,1890.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,2.0,2.8,31.0,50.0,74.0,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13,Matches,Valladolid,2024,21.0
701,Stanko Jurić,hr CRO,MF,28-266,,19,1729.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.8,0.8,0.5,1.3,5.0,57.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,Matches,Valladolid,2024,26.0
702,Mario Martín,es ESP,MF,21-065,,18,1613.0,17.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,1.3,1.3,1.4,2.7,18.0,62.0,19.0,0.0,0.06,0.06,0.0,0.06,0.07,0.08,0.15,0.07,0.15,Matches,Valladolid,2024,28.0
703,Eray Cömert,ch SUI,"DF,MF",27-094,,18,1518.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.0,0.5,7.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Valladolid,2024,22.0
704,Anuar,ma MAR,"MF,FW",30-114,,18,1496.0,16.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.5,1.5,0.5,2.0,22.0,22.0,55.0,0.12,0.0,0.12,0.12,0.12,0.09,0.03,0.12,0.09,0.12,Matches,Valladolid,2024,22.0
705,Mamadou Sylla,sn SEN,"FW,MF",31-050,,16,1487.0,16.5,5.0,1.0,6.0,1.0,4.0,4.0,5.0,0.0,5.1,2.0,1.7,3.6,15.0,20.0,46.0,0.3,0.06,0.36,0.06,0.12,0.31,0.1,0.41,0.12,0.22,Matches,Valladolid,2024,27.0
706,Selim Amallah,ma MAR,MF,28-175,,16,1258.0,14.0,3.0,1.0,4.0,2.0,1.0,1.0,6.0,0.0,2.7,1.9,0.8,2.8,23.0,48.0,24.0,0.21,0.07,0.29,0.14,0.21,0.2,0.06,0.26,0.14,0.2,Matches,Valladolid,2024,22.0
707,David Torres,es ESP,DF,22-065,,15,1387.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,0.3,11.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valladolid,2024,18.0
708,Kike Pérez,es ESP,MF,28-084,,14,1191.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.1,2.1,1.0,3.1,19.0,67.0,28.0,0.15,0.0,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24,Matches,Valladolid,2024,19.0
709,Marcos André,br BRA,FW,28-201,,14,1179.0,13.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.7,2.7,0.8,3.5,11.0,16.0,39.0,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27,Matches,Valladolid,2024,21.0
710,Iván Sánchez,es ESP,"MF,FW",32-228,,11,1258.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,2.0,2.6,51.0,64.0,79.0,0.14,0.07,0.21,0.14,0.21,0.04,0.15,0.19,0.04,0.19,Matches,Valladolid,2024,29.0
711,Juanmi Latasa,es ESP,FW,24-047,,10,1082.0,12.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,3.6,3.6,0.5,4.1,2.0,12.0,32.0,0.25,0.0,0.25,0.25,0.25,0.3,0.05,0.34,0.3,0.34,Matches,Valladolid,2024,24.0
712,Juma Bah,sl SLE,DF,19-028,,10,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Valladolid,2024,12.0
713,Antonio Candela,it ITA,DF,25-012,,9,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,13.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,Valladolid,2024,9.0
714,Adam Aznou,ma MAR,DF,18-341,,8,671.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,13.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Valladolid,2024,10.0
715,Chuky san jose,es ESP,MF,21-010,,7,649.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.8,2.2,3.0,13.0,23.0,0.14,0.0,0.14,0.14,0.14,0.19,0.11,0.3,0.19,0.3,Matches,Valladolid,2024,16.0
716,Darwin Machís,ve VEN,"MF,FW",32-091,,7,622.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,14.0,19.0,38.0,0.0,0.14,0.14,0.0,0.14,0.12,0.07,0.2,0.12,0.2,Matches,Valladolid,2024,17.0
717,Tamás Nikitscher,hu HUN,MF,25-187,,6,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,Valladolid,2024,9.0
718,Florian Grillitsch,at AUT,MF,29-275,,6,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,6.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.13,0.01,0.13,Matches,Valladolid,2024,10.0
719,Joseph Aidoo,gh GHA,DF,29-222,,5,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Valladolid,2024,7.0
720,André Ferreira,pt POR,GK,28-345,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,2024,5.0
721,Cenk Özkacar,tr TUR,DF,24-215,,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Valladolid,2024,7.0
722,Amath,sn SEN,"FW,DF",28-297,,5,352.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,12.0,26.0,0.0,0.26,0.26,0.0,0.26,0.09,0.05,0.14,0.09,0.14,Matches,Valladolid,2024,11.0
723,Enzo Boyomo,cm CMR,DF,23-214,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valladolid,2024,3.0
724,Víctor Meseguer,es ESP,MF,25-334,,2,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.15,0.15,0.15,Matches,Valladolid,2024,14.0
725,Henrique,br BRA,DF,31-014,,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,2024,3.0
726,Raúl Chasco,es ESP,DF,21-238,,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Valladolid,2024,2.0
727,Arnau Rafús,es ESP,GK,22-012,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,2024,1.0
728,Mario Maroto,es ESP,MF,21-162,,0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,4.74,4.74,0.0,4.74,0.0,0.32,0.32,0.0,0.32,Matches,Valladolid,2024,1.0
729,Adrian Baquerin,es ESP,FW,18-066,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valladolid,2024,3.0
730,Kenedy,br BRA,"MF,FW",29-090,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Valladolid,2024,2.0
731,Álvaro Aceves,es ESP,GK,21-287,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,2024,0.0
732,Stipe Biuk,hr CRO,MF,22-134,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valladolid,2024,0.0
