,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
200,Nicolas Pépé,ci CIV,"FW,MF",29-345,24.0,12,1227.0,13.6,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,3.4,3.4,3.8,7.2,59.0,52.0,140.0,0.15,0.37,0.51,0.15,0.51,0.25,0.28,0.53,0.25,0.53,Matches,Villarreal,2024,
201,Willy Kambwala,fr FRA,DF,20-257,15.0,11,937.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.5,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Villarreal,2024,
202,Eric Bailly,ci CIV,DF,31-027,12.0,8,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.0,0.3,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Villarreal,2024,
203,Ilias Akhomach,ma MAR,"MF,FW",21-023,11.0,7,584.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.6,30.0,12.0,64.0,0.15,0.0,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23,Matches,Villarreal,2024,
204,Gerard Moreno,es ESP,FW,33-032,14.0,6,648.0,7.2,3.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,4.2,1.8,3.0,4.9,14.0,48.0,54.0,0.42,0.14,0.56,0.0,0.14,0.59,0.42,1.01,0.26,0.68,Matches,Villarreal,2024,
205,Denis Suárez,es ESP,MF,31-123,20.0,6,528.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.4,2.3,24.0,27.0,24.0,0.17,0.17,0.34,0.17,0.34,0.15,0.23,0.39,0.15,0.39,Matches,Villarreal,2024,
206,Pau Navarro,es ESP,DF,20-014,13.0,4,646.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,2024,
207,Tajon Buchanan,ca CAN,MF,26-090,10.0,3,297.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.9,16.0,4.0,32.0,0.0,0.3,0.3,0.0,0.3,0.14,0.14,0.28,0.14,0.28,Matches,Villarreal,2024,
208,Arnaut Danjuma,nl NED,FW,28-098,3.0,3,200.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,4.0,1.0,17.0,0.9,0.0,0.9,0.9,0.9,0.37,0.01,0.38,0.37,0.38,Matches,Villarreal,2024,
209,Alfonso Pedraza,es ESP,"DF,MF",29-030,9.0,2,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,13.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.31,0.11,0.31,Matches,Villarreal,2024,
210,Juan Bernat,es ESP,"DF,MF",32-069,10.0,1,212.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,4.0,8.0,23.0,0.0,0.42,0.42,0.0,0.42,0.12,0.17,0.29,0.12,0.29,Matches,Villarreal,2024,
211,Ramón Terrats,es ESP,"MF,FW",24-203,11.0,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.22,0.04,0.22,Matches,Villarreal,2024,
212,Pau Cabanes,es ESP,"MF,FW",20-081,10.0,0,163.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,10.0,11.0,33.0,0.55,0.0,0.55,0.55,0.55,0.26,0.22,0.47,0.26,0.47,Matches,Villarreal,2024,
213,Arnau Solà,es ESP,MF,22-035,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,2024,
214,Thiago Ojeda,ar ARG,MF,22-117,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Villarreal,2024,
215,Karl Etta,cm CMR,MF,21-207,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,2024,
216,Iker Álvarez,ad AND,GK,23-288,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,2024,
217,Alassane Diatta,sn SEN,MF,19-360,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,2024,
218,Antonio Espigare,es ESP,DF,20-246,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,2024,
219,Rubén Gómez,es ESP,GK,23-105,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,2024,
220,Daniel Requena,es ESP,MF,21-086,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,2024,
221,Vicente Guaita,es ESP,GK,38-119,,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,30.0
222,Óscar Mingueza,es ESP,"MF,DF",25-361,,27,2391.0,26.6,3.0,6.0,9.0,3.0,0.0,0.0,6.0,1.0,1.2,1.2,5.2,6.5,61.0,178.0,175.0,0.11,0.23,0.34,0.11,0.34,0.05,0.2,0.24,0.05,0.24,Matches,Celta Vigo,2024,30.0
223,Marcos Alonso,es ESP,DF,34-132,,26,2430.0,27.0,2.0,0.0,2.0,0.0,2.0,2.0,9.0,1.0,2.9,1.3,1.0,2.3,56.0,199.0,43.0,0.07,0.0,0.07,0.0,0.0,0.11,0.04,0.14,0.05,0.09,Matches,Celta Vigo,2024,28.0
224,Carl Starfelt,se SWE,DF,29-342,,26,2270.0,25.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.7,11.0,66.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,Celta Vigo,2024,28.0
225,Fran Beltrán,es ESP,MF,26-095,,26,2107.0,23.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.9,0.9,1.6,2.5,25.0,140.0,21.0,0.09,0.0,0.09,0.09,0.09,0.04,0.07,0.11,0.04,0.11,Matches,Celta Vigo,2024,30.0
226,Javi Rodríguez,es ESP,DF,21-317,,23,2199.0,24.4,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.1,2.1,0.9,3.0,22.0,99.0,46.0,0.12,0.08,0.2,0.12,0.2,0.09,0.04,0.12,0.09,0.12,Matches,Celta Vigo,2024,32.0
227,Borja Iglesias,es ESP,FW,32-112,,22,1789.0,19.9,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,7.9,7.9,2.7,10.6,19.0,26.0,101.0,0.45,0.15,0.6,0.45,0.6,0.4,0.14,0.53,0.4,0.53,Matches,Celta Vigo,2024,33.0
228,Ilaix Moriba,gn GUI,MF,22-110,,18,1773.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.4,1.4,1.5,2.8,32.0,106.0,56.0,0.0,0.05,0.05,0.0,0.05,0.07,0.07,0.14,0.07,0.14,Matches,Celta Vigo,2024,29.0
229,Iago Aspas,es ESP,"FW,MF",37-281,,17,1595.0,17.7,9.0,4.0,13.0,4.0,5.0,6.0,5.0,1.0,8.5,3.7,3.8,7.5,47.0,121.0,129.0,0.51,0.23,0.73,0.23,0.45,0.48,0.21,0.69,0.21,0.42,Matches,Celta Vigo,2024,27.0
230,Sergio Carreira,es ESP,"MF,DF",24-208,,17,1476.0,16.4,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.1,3.6,34.0,49.0,128.0,0.0,0.24,0.24,0.0,0.24,0.03,0.19,0.22,0.03,0.22,Matches,Celta Vigo,2024,21.0
231,Hugo Álvarez,es ESP,"MF,DF",21-311,,15,1478.0,16.4,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,2.5,2.5,1.1,3.6,71.0,55.0,165.0,0.24,0.18,0.43,0.24,0.43,0.15,0.07,0.22,0.15,0.22,Matches,Celta Vigo,2024,24.0
232,Hugo Sotelo,es ESP,MF,21-141,,15,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.7,1.8,21.0,83.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,Matches,Celta Vigo,2024,22.0
233,Pablo Durán,es ESP,"FW,MF",23-349,,13,1180.0,13.1,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,2.8,6.0,21.0,28.0,112.0,0.31,0.31,0.61,0.31,0.61,0.25,0.21,0.46,0.25,0.46,Matches,Celta Vigo,2024,23.0
234,Williot Swedberg,se SWE,"FW,MF",21-097,,13,1169.0,13.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,4.9,4.9,2.0,6.9,30.0,24.0,108.0,0.31,0.23,0.54,0.31,0.54,0.38,0.15,0.53,0.38,0.53,Matches,Celta Vigo,2024,28.0
235,Alfon,es ESP,"FW,MF",26-005,,12,1211.0,13.5,4.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,3.9,3.9,2.3,6.2,79.0,20.0,151.0,0.3,0.15,0.45,0.3,0.45,0.29,0.17,0.46,0.29,0.46,Matches,Celta Vigo,2024,23.0
236,Carlos Dominguez,es ESP,DF,24-087,,10,904.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,12.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Celta Vigo,2024,15.0
237,Jonathan Bamba,ci CIV,"FW,MF",29-044,,10,811.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,31.0,30.0,71.0,0.0,0.11,0.11,0.0,0.11,0.09,0.2,0.29,0.09,0.29,Matches,Celta Vigo,2024,12.0
238,Damián Rodríguez,es ESP,MF,22-053,,9,882.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,8.0,70.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches,Celta Vigo,2024,16.0
239,Javier Manquillo,es ESP,DF,31-004,,7,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,10.0
240,Anastasios Douvikas,gr GRE,FW,25-280,,6,700.0,7.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.4,4.4,0.2,4.7,6.0,6.0,43.0,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.6,0.57,0.6,Matches,Celta Vigo,2024,20.0
241,Jailson Siqueira,br BRA,"DF,MF",29-244,,6,614.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Celta Vigo,2024,13.0
242,Fer López,,"FW,MF",,,5,531.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,1.5,3.4,22.0,37.0,47.0,0.34,0.0,0.34,0.34,0.34,0.32,0.25,0.57,0.32,0.57,Matches,Celta Vigo,2024,14.0
243,Yoel Lago,es ESP,DF,21-045,,5,389.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,23.0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.03,0.03,0.0,0.03,Matches,Celta Vigo,2024,5.0
244,Iván Villar,es ESP,GK,27-304,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,4.0
245,Iker Losada,es ESP,"FW,MF",23-281,,4,342.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.5,8.0,16.0,23.0,0.26,0.0,0.26,0.26,0.26,0.3,0.09,0.39,0.3,0.39,Matches,Celta Vigo,2024,10.0
246,Franco Cervi,ar ARG,"FW,MF",30-348,,4,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Celta Vigo,2024,6.0
247,Mihailo Ristić,rs SRB,"MF,DF",29-190,,4,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,4.0,8.0,0.0,0.36,0.36,0.0,0.36,0.0,0.02,0.02,0.0,0.02,Matches,Celta Vigo,2024,6.0
248,Luca de la Torre,us USA,MF,26-351,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,1.0
249,Joseph Aidoo,gh GHA,DF,29-222,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,1.0
250,Tadeo Allende,ar ARG,FW,26-078,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,2024,1.0
251,Jones El-Abdellaoui,ma MAR,FW,19-117,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
252,Martín Conde,es ESP,DF,22-045,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
253,César Fernández,es ESP,GK,21-101,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
254,Marc Vidal,es ESP,GK,25-084,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,2024,0.0
255,Florian Lejeune,fr FRA,DF,33-354,33.0,33,2965.0,32.9,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,2.9,2.9,1.1,4.0,19.0,129.0,5.0,0.03,0.06,0.09,0.03,0.09,0.09,0.03,0.12,0.09,0.12,Matches,Rayo Vallecano,2024,
256,Andrei Ratiu,ro ROU,DF,26-323,31.0,30,2718.0,30.2,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.8,1.8,5.4,7.1,109.0,131.0,145.0,0.07,0.1,0.17,0.07,0.17,0.06,0.18,0.24,0.06,0.24,Matches,Rayo Vallecano,2024,
257,Augusto Batalla,ar ARG,GK,29-009,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo Vallecano,2024,
258,Jorge de Frutos,es ESP,"FW,MF",28-078,32.0,27,2221.0,24.7,4.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,4.8,4.8,3.3,8.1,72.0,42.0,189.0,0.16,0.12,0.28,0.16,0.28,0.19,0.13,0.33,0.19,0.33,Matches,Rayo Vallecano,2024,
259,Pep Chavarría,es ESP,"DF,FW",27-029,30.0,25,2287.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,1.5,2.7,48.0,98.0,117.0,0.0,0.04,0.04,0.0,0.04,0.05,0.06,0.11,0.05,0.11,Matches,Rayo Vallecano,2024,
260,Álvaro García,es ESP,"FW,MF",32-194,32.0,25,2266.0,25.2,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,6.3,6.3,4.6,10.8,61.0,64.0,213.0,0.12,0.2,0.32,0.12,0.32,0.25,0.18,0.43,0.25,0.43,Matches,Rayo Vallecano,2024,
261,Abdul Mumin,gh GHA,DF,26-337,24.0,24,2017.0,22.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.6,0.6,0.2,0.8,12.0,40.0,6.0,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,Matches,Rayo Vallecano,2024,
262,Pathé Ciss,sn SEN,"MF,DF",31-054,30.0,22,1893.0,21.0,4.0,1.0,5.0,4.0,0.0,0.0,10.0,0.0,1.8,1.7,1.1,2.7,16.0,113.0,12.0,0.19,0.05,0.24,0.19,0.24,0.09,0.05,0.14,0.08,0.13,Matches,Rayo Vallecano,2024,
263,Isaac Palazón Camacho,es ESP,"MF,FW",30-133,31.0,21,1804.0,20.0,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,3.4,6.9,27.0,102.0,102.0,0.15,0.2,0.35,0.15,0.35,0.18,0.17,0.35,0.18,0.35,Matches,Rayo Vallecano,2024,
264,Unai López,es ESP,MF,29-191,28.0,20,1509.0,16.8,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,1.4,1.4,0.8,2.2,19.0,102.0,32.0,0.18,0.06,0.24,0.18,0.24,0.08,0.05,0.13,0.08,0.13,Matches,Rayo Vallecano,2024,
265,Óscar Valentín,es ESP,MF,30-262,31.0,16,1676.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.8,1.2,12.0,82.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,Matches,Rayo Vallecano,2024,
266,Adri Embarba,es ESP,"FW,MF",33-002,32.0,16,1488.0,16.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.7,4.8,45.0,42.0,104.0,0.06,0.06,0.12,0.06,0.12,0.12,0.17,0.29,0.12,0.29,Matches,Rayo Vallecano,2024,
267,Randy Nteka,ao ANG,FW,27-154,24.0,16,1129.0,12.5,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,2.6,2.6,0.5,3.1,10.0,8.0,44.0,0.24,0.0,0.24,0.24,0.24,0.21,0.04,0.25,0.21,0.25,Matches,Rayo Vallecano,2024,
268,Sergio Camello,es ESP,FW,24-088,23.0,14,1134.0,12.6,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,4.1,4.1,2.0,6.1,20.0,27.0,68.0,0.24,0.16,0.4,0.24,0.4,0.32,0.16,0.48,0.32,0.48,Matches,Rayo Vallecano,2024,
269,Pedro Díaz,es ESP,MF,26-338,22.0,11,1035.0,11.5,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,1.2,1.4,2.6,20.0,51.0,40.0,0.26,0.0,0.26,0.26,0.26,0.17,0.12,0.29,0.11,0.22,Matches,Rayo Vallecano,2024,
270,Iván Balliu,al ALB,DF,33-128,21.0,8,896.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,7.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Rayo Vallecano,2024,
271,Aridane Hernández,es ESP,DF,36-047,11.0,8,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.9,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Rayo Vallecano,2024,
272,Alfonso Espino,uy URU,DF,33-124,13.0,8,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,9.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Matches,Rayo Vallecano,2024,
273,Gerard Gumbau,es ESP,MF,30-142,19.0,7,773.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.3,2.3,2.0,34.0,21.0,0.0,0.12,0.12,0.0,0.12,0.11,0.15,0.27,0.11,0.27,Matches,Rayo Vallecano,2024,
274,Cárdenas,es ESP,GK,28-042,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo Vallecano,2024,
275,Óscar Trejo,ar ARG,MF,37-013,16.0,6,482.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.9,1.5,12.0,35.0,26.0,0.19,0.0,0.19,0.19,0.19,0.11,0.18,0.29,0.11,0.29,Matches,Rayo Vallecano,2024,
276,Sergi Guardiola,es ESP,FW,33-345,15.0,1,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4,2.4,0.1,2.5,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.59,0.03,0.62,0.59,0.62,Matches,Rayo Vallecano,2024,
277,James Rodríguez,co COL,"MF,FW",33-301,6.0,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.29,0.19,0.29,Matches,Rayo Vallecano,2024,
278,Pelayo Fernandez,es ESP,DF,22-010,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo Vallecano,2024,
279,Etienne Eto'o,cm CMR,FW,22-264,2.0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo Vallecano,2024,
280,Raúl de Tomás,es ESP,"DF,FW",30-204,2.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo Vallecano,2024,
281,Juanpe,es ESP,GK,24-004,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
282,Marco de las Sías,es ESP,DF,19-131,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
283,Sergio Lozano,es ESP,DF,19-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
284,Diego Méndez,es ESP,MF,21-253,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
285,Joni Montiel,es ESP,MF,26-248,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
286,Morro,es ESP,GK,24-240,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo Vallecano,2024,
287,Sergio Herrera,es ESP,GK,31-338,33.0,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasuna,2024,
288,Jesús Areso,es ESP,DF,25-311,32.0,31,2721.0,30.2,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,2.9,3.0,90.0,95.0,188.0,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.1,0.0,0.1,Matches,Osasuna,2024,
289,Catena,es ESP,DF,30-193,31.0,31,2714.0,30.2,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,1.7,1.7,1.4,3.1,9.0,81.0,2.0,0.0,0.07,0.07,0.0,0.07,0.06,0.05,0.1,0.06,0.1,Matches,Osasuna,2024,
290,Lucas Torró,es ESP,MF,30-294,31.0,31,2642.0,29.4,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,1.7,1.7,0.9,2.6,9.0,103.0,29.0,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,Matches,Osasuna,2024,
291,Aimar Oroz,es ESP,"MF,FW",23-163,33.0,31,2609.0,29.0,5.0,2.0,7.0,4.0,1.0,1.0,8.0,0.0,4.0,3.4,2.0,5.4,61.0,143.0,123.0,0.17,0.07,0.24,0.14,0.21,0.14,0.07,0.21,0.12,0.19,Matches,Osasuna,2024,
292,Ante Budimir,hr CRO,FW,33-291,34.0,30,2620.0,29.1,18.0,4.0,22.0,10.0,8.0,8.0,3.0,0.0,16.4,10.3,1.7,12.0,22.0,21.0,120.0,0.62,0.14,0.76,0.34,0.48,0.56,0.06,0.62,0.36,0.41,Matches,Osasuna,2024,
293,Enzo Boyomo,cm CMR,DF,23-214,30.0,29,2627.0,29.2,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,0.8,2.3,13.0,97.0,6.0,0.07,0.0,0.07,0.07,0.07,0.05,0.03,0.08,0.05,0.08,Matches,Osasuna,2024,
294,Rubén García,es ESP,"FW,MF",31-299,33.0,27,2209.0,24.5,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,3.1,6.1,34.0,102.0,145.0,0.2,0.2,0.41,0.2,0.41,0.12,0.12,0.25,0.12,0.25,Matches,Osasuna,2024,
295,Jon Moncayola,es ESP,MF,26-361,30.0,26,2061.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.6,1.6,3.7,5.3,23.0,105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,Matches,Osasuna,2024,
