,Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
410,Jarell Quansah,eng ENG,DF,22-100,,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Liverpool,2024,12.0
411,Harvey Elliott,eng ENG,"MF,FW",22-035,,1,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,8.0,29.0,25.0,0.0,0.34,0.34,0.0,0.34,0.28,0.29,0.57,0.28,0.57,Matches,Liverpool,2024,15.0
412,Wataru Endo,jp JPN,MF,32-089,,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool,2024,18.0
413,Federico Chiesa,it ITA,FW,27-196,,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches,Liverpool,2024,5.0
414,Vitezslav Jaros,cz CZE,GK,23-290,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
415,Jayden Danns,eng ENG,MF,19-113,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
416,Harvey Davies,eng ENG,GK,21-248,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
417,James McConnell,eng ENG,MF,20-238,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
418,Tyler Morton,eng ENG,MF,22-190,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
419,Amara Nallo,eng ENG,DF,18-172,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
420,Trey Nyoni,eng ENG,MF,17-313,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
421,Joško Gvardiol,hr CRO,DF,23-106,34.0,33,3007.0,33.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.4,4.0,2.0,6.0,81.0,251.0,98.0,0.15,0.0,0.15,0.15,0.15,0.13,0.06,0.19,0.12,0.18,Matches,Manchester City,2024,
422,Erling Haaland,no NOR,FW,24-292,28.0,28,2480.0,27.6,21.0,3.0,24.0,19.0,2.0,3.0,2.0,0.0,20.8,18.4,2.8,21.2,19.0,18.0,103.0,0.76,0.11,0.87,0.69,0.8,0.76,0.1,0.86,0.67,0.77,Matches,Manchester City,2024,
423,Bernardo Silva,pt POR,"MF,FW",30-272,30.0,26,2401.0,26.7,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,3.2,3.2,4.4,7.6,94.0,115.0,184.0,0.11,0.15,0.26,0.11,0.26,0.12,0.16,0.29,0.12,0.29,Matches,Manchester City,2024,
424,Ederson,br BRA,GK,31-265,23.0,23,2050.0,22.8,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,1.5,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.07,0.07,0.0,0.07,Matches,Manchester City,2024,
425,İlkay Gündoğan,de GER,MF,34-197,31.0,23,2050.0,22.8,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.7,2.7,2.8,5.5,57.0,115.0,86.0,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,Matches,Manchester City,2024,
426,Mateo Kovačić,hr CRO,MF,31-003,29.0,23,2049.0,22.8,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,1.7,1.7,3.6,5.3,52.0,149.0,15.0,0.26,0.04,0.31,0.26,0.31,0.08,0.16,0.23,0.08,0.23,Matches,Manchester City,2024,
427,Rúben Dias,pt POR,DF,27-360,24.0,22,2001.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.3,1.7,35.0,122.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Manchester City,2024,
428,Sávio,br BRA,"FW,MF",21-029,27.0,21,1734.0,19.3,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,4.9,4.9,6.8,11.6,133.0,66.0,239.0,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.6,0.25,0.6,Matches,Manchester City,2024,
429,Rico Lewis,eng ENG,"DF,MF",20-169,27.0,20,1818.0,20.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,36.0,104.0,68.0,0.05,0.1,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches,Manchester City,2024,
430,Manuel Akanji,ch SUI,DF,29-294,23.0,20,1744.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,38.0,138.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Manchester City,2024,
431,Phil Foden,eng ENG,"MF,FW",24-346,26.0,19,1693.0,18.8,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.1,5.1,4.7,9.8,47.0,95.0,119.0,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches,Manchester City,2024,
432,Kevin De Bruyne,be BEL,"MF,FW",33-315,25.0,17,1538.0,17.1,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,7.6,11.4,47.0,135.0,137.0,0.23,0.41,0.64,0.23,0.64,0.22,0.44,0.67,0.22,0.67,Matches,Manchester City,2024,
433,Matheus Nunes,pt POR,"DF,MF",26-255,24.0,17,1494.0,16.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,4.2,5.1,59.0,69.0,156.0,0.06,0.3,0.36,0.06,0.36,0.05,0.25,0.31,0.05,0.31,Matches,Manchester City,2024,
434,Jeremy Doku,be BEL,"FW,MF",22-347,26.0,15,1397.0,15.5,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.4,5.4,189.0,66.0,259.0,0.19,0.39,0.58,0.19,0.58,0.07,0.28,0.35,0.07,0.35,Matches,Manchester City,2024,
435,Stefan Ortega,de GER,GK,32-184,13.0,12,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
436,Omar Marmoush,eg EGY,"FW,MF",26-091,13.0,12,998.0,11.1,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.8,4.8,1.7,6.5,21.0,29.0,68.0,0.54,0.0,0.54,0.54,0.54,0.43,0.15,0.59,0.43,0.59,Matches,Manchester City,2024,
437,Kyle Walker,eng ENG,DF,34-346,15.0,9,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Manchester City,2024,
438,Nathan Aké,nl NED,DF,30-080,10.0,8,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester City,2024,
439,Nicolás González,es ESP,MF,23-126,9.0,8,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,5.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Manchester City,2024,
440,Jack Grealish,eng ENG,"FW,MF",29-241,19.0,7,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,3.0,69.0,52.0,118.0,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches,Manchester City,2024,
441,John Stones,eng ENG,"DF,MF",30-346,11.0,6,548.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,21.0,2.0,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,Manchester City,2024,
442,Nico O’Reilly,eng ENG,DF,20-049,8.0,6,513.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,25.0,0.35,0.0,0.35,0.35,0.35,0.23,0.06,0.29,0.23,0.29,Matches,Manchester City,2024,
443,Abdukodir Khusanov,uz UZB,DF,21-069,6.0,6,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester City,2024,
444,James Mcatee,eng ENG,"MF,FW",22-203,14.0,2,304.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,0.3,3.1,7.0,6.0,26.0,0.89,0.0,0.89,0.89,0.89,0.83,0.1,0.93,0.83,0.93,Matches,Manchester City,2024,
445,Jahmai Simpson-Pusey,eng ENG,DF,19-186,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
446,Rodri,es ESP,MF,28-321,2.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Manchester City,2024,
447,Divin Mubama,eng ENG,FW,20-196,1.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Manchester City,2024,
448,Oscar Bobb,no NOR,FW,21-301,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Manchester City,2024,
449,Vitor Reis,br BRA,DF,19-117,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
450,Max Alleyne,eng ENG,DF,19-255,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
451,Thorsten Brits,eng ENG,GK,17-319,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
452,Scott Carson,eng ENG,GK,39-248,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
453,Issa Kaboré,bf BFA,"DF,MF",23-362,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
454,Josh Wilson-Esbrand,eng ENG,DF,22-134,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
455,Jacob Wright,eng ENG,MF,19-230,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
456,André Onana,cm CMR,GK,29-037,33.0,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,
457,Bruno Fernandes,pt POR,MF,30-243,33.0,32,2758.0,30.6,8.0,9.0,17.0,5.0,3.0,3.0,4.0,2.0,9.5,7.1,7.6,14.7,65.0,281.0,118.0,0.26,0.29,0.55,0.16,0.46,0.31,0.25,0.56,0.23,0.48,Matches,Manchester United,2024,
458,Diogo Dalot,pt POR,DF,26-052,32.0,31,2788.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.0,62.0,102.0,164.0,0.0,0.1,0.1,0.0,0.1,0.06,0.07,0.13,0.06,0.13,Matches,Manchester United,2024,
459,Noussair Mazraoui,ma MAR,DF,27-176,34.0,31,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.3,2.0,37.0,102.0,51.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester United,2024,
460,Matthijs de Ligt,nl NED,DF,25-270,29.0,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester United,2024,
461,Alejandro Garnacho,ar ARG,"MF,FW",20-312,34.0,23,2146.0,23.8,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.2,7.2,4.5,11.7,139.0,56.0,281.0,0.25,0.08,0.34,0.25,0.34,0.3,0.19,0.49,0.3,0.49,Matches,Manchester United,2024,
462,Manuel Ugarte Ribeiro,uy URU,MF,24-028,27.0,21,1706.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.1,2.1,16.0,59.0,20.0,0.05,0.11,0.16,0.05,0.16,0.05,0.06,0.11,0.05,0.11,Matches,Manchester United,2024,
463,Lisandro Martínez,ar ARG,DF,27-111,20.0,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester United,2024,
464,Rasmus Højlund,dk DEN,FW,22-094,29.0,20,1744.0,19.4,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,1.3,5.1,26.0,16.0,83.0,0.21,0.0,0.21,0.21,0.21,0.2,0.06,0.26,0.2,0.26,Matches,Manchester United,2024,
465,Kobbie Mainoo,eng ENG,MF,20-020,22.0,18,1506.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.6,2.2,21.0,59.0,42.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,Matches,Manchester United,2024,
466,Amad Diallo,ci CIV,"FW,MF",22-302,23.0,17,1639.0,18.2,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,4.0,8.2,93.0,55.0,163.0,0.38,0.33,0.71,0.38,0.71,0.23,0.22,0.45,0.23,0.45,Matches,Manchester United,2024,
467,Harry Maguire,eng ENG,DF,32-065,24.0,17,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,0.3,1.7,6.0,43.0,7.0,0.06,0.0,0.06,0.06,0.06,0.08,0.01,0.1,0.08,0.1,Matches,Manchester United,2024,
468,Casemiro,br BRA,MF,33-075,22.0,16,1335.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.3,3.9,4.0,70.0,26.0,0.07,0.0,0.07,0.07,0.07,0.11,0.15,0.27,0.11,0.27,Matches,Manchester United,2024,
469,Joshua Zirkzee,nl NED,"FW,MF",23-352,32.0,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester United,2024,
470,Marcus Rashford,eng ENG,"FW,MF",27-190,15.0,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester United,2024,
471,Leny Yoro,fr FRA,DF,19-177,20.0,11,1114.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches,Manchester United,2024,
472,Christian Eriksen,dk DEN,MF,33-084,21.0,11,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.9,3.2,12.0,53.0,29.0,0.0,0.18,0.18,0.0,0.18,0.03,0.25,0.28,0.03,0.28,Matches,Manchester United,2024,
473,Patrick Dorgu,dk DEN,DF,20-195,9.0,8,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.4,0.8,27.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,Manchester United,2024,
474,Mason Mount,eng ENG,"MF,FW",26-119,14.0,5,430.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,0.2,2.5,11.0,21.0,23.0,0.21,0.0,0.21,0.21,0.21,0.48,0.04,0.52,0.48,0.52,Matches,Manchester United,2024,
475,Victor Lindelöf,se SWE,DF,30-296,13.0,4,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,
476,Jonny Evans,nir NIR,DF,37-126,6.0,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester United,2024,
477,Harry Amass,eng ENG,DF,18-054,4.0,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester United,2024,
478,Luke Shaw,eng ENG,DF,29-301,5.0,2,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,6.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.31,0.01,0.31,Matches,Manchester United,2024,
479,Altay Bayındır,tr TUR,GK,27-025,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
480,Tyler Fredricson,eng ENG,DF,20-075,2.0,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
481,Tyrell Malacia,nl NED,DF,25-265,3.0,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester United,2024,
482,Chidozie Obi-Martin,dk DEN,FW,17-161,6.0,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Manchester United,2024,
483,Ayden Heaven,eng ENG,DF,18-229,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,
484,Toby Collyer,eng ENG,MF,21-126,6.0,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester United,2024,
485,Antony,br BRA,"DF,MF",25-074,8.0,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester United,2024,
486,Scott McTominay,sct SCO,MF,28-152,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester United,2024,
487,Jayce Fitzgerald,eng ENG,MF,18-000,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
488,Jack Fletcher,eng ENG,MF,18-051,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
489,Hubert Graczyk,pl POL,GK,22-070,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
490,Elyh Harrison,eng ENG,GK,19-079,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
491,Tom Heaton,eng ENG,GK,39-024,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
492,Sekou Koné,ml MLI,MF,19-095,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
493,Godwill Kukonki,eng ENG,DF,17-092,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
494,Dermot Mee,nir NIR,GK,22-170,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
495,Jack Moorhouse,eng ENG,MF,19-161,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
496,Ethan Wheatley,eng ENG,FW,19-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
497,Bruno Guimarães,br BRA,MF,27-174,,35,3002.0,33.4,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.9,3.9,5.8,9.6,54.0,247.0,81.0,0.12,0.18,0.3,0.12,0.3,0.12,0.17,0.29,0.12,0.29,Matches,Newcastle United,2024,35.0
498,Dan Burn,eng ENG,DF,33-000,,34,3060.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.7,1.7,0.9,2.6,9.0,59.0,10.0,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches,Newcastle United,2024,34.0
499,Alexander Isak,se SWE,FW,25-230,,32,2577.0,28.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,19.9,16.8,4.3,21.1,81.0,80.0,200.0,0.8,0.21,1.01,0.66,0.87,0.69,0.15,0.85,0.59,0.74,Matches,Newcastle United,2024,32.0
500,Fabian Schär,ch SUI,DF,33-140,,30,2664.0,29.6,4.0,0.0,4.0,4.0,0.0,0.0,7.0,1.0,2.4,2.4,0.4,2.8,14.0,102.0,18.0,0.14,0.0,0.14,0.14,0.14,0.08,0.01,0.1,0.08,0.1,Matches,Newcastle United,2024,31.0
501,Valentino Livramento,eng ENG,DF,22-178,,29,2570.0,28.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.3,2.6,73.0,144.0,98.0,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,Matches,Newcastle United,2024,34.0
502,Joelinton,br BRA,"MF,FW",28-268,,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle United,2024,29.0
503,Jacob Murphy,eng ENG,FW,30-074,,28,2139.0,23.8,8.0,11.0,19.0,8.0,0.0,0.0,3.0,0.0,5.7,5.7,8.1,13.8,70.0,67.0,216.0,0.34,0.46,0.8,0.34,0.8,0.24,0.34,0.58,0.24,0.58,Matches,Newcastle United,2024,32.0
504,Sandro Tonali,it ITA,MF,25-001,,25,2360.0,26.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.7,3.7,1.4,5.0,33.0,116.0,48.0,0.11,0.08,0.19,0.11,0.19,0.14,0.05,0.19,0.14,0.19,Matches,Newcastle United,2024,33.0
505,Nick Pope,eng ENG,GK,33-020,,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,25.0
506,Anthony Gordon,eng ENG,FW,24-074,,25,2235.0,24.8,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.4,4.9,11.4,111.0,93.0,197.0,0.24,0.2,0.44,0.2,0.4,0.32,0.2,0.52,0.26,0.46,Matches,Newcastle United,2024,31.0
507,Lewis Hall,eng ENG,DF,20-243,,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle United,2024,27.0
508,Harvey Barnes,eng ENG,FW,27-151,,14,1503.0,16.7,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,6.6,6.6,3.9,10.4,80.0,72.0,172.0,0.54,0.24,0.78,0.54,0.78,0.39,0.23,0.62,0.39,0.62,Matches,Newcastle United,2024,30.0
509,Kieran Trippier,eng ENG,DF,34-232,,14,1281.0,14.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.3,1.3,25.0,111.0,53.0,0.0,0.21,0.21,0.0,0.21,0.01,0.09,0.09,0.01,0.09,Matches,Newcastle United,2024,24.0
