,Player,Nation,Pos,Age,90s,performance_CrdY,performance_CrdR,performance_2CrdY,performance_Fls,performance_Fld,performance_Off,performance_Crs,performance_Int,performance_TklW,performance_PKwon,performance_PKcon,performance_OG,performance_Recov,aerial_duels_Won,aerial_duels_Lost,aerial_duels_Won%,Matches,Team,Season
543,Munir El Haddadi,ma MAR,"FW,MF",29-250,7.4,1,1,0,14,29,6,11,1,8,0,0,0,30,9,19,32.1,Matches,Leganes,2024
544,Enric Franquesa,es ESP,"DF,FW",28-072,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0,Matches,Leganes,2024
545,Juan Soriano,es ESP,GK,27-259,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,,Matches,Leganes,2024
546,Sébastien Haller,ci CIV,FW,30-321,4.5,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5,Matches,Leganes,2024
547,Roberto López,es ESP,MF,25-015,4.4,0,0,0,1,3,0,24,1,6,0,0,0,28,1,5,16.7,Matches,Leganes,2024
548,Yan Diomandé,ci CIV,"FW,MF",18-176,2.6,1,0,0,3,9,1,6,3,1,0,0,0,18,1,9,10.0,Matches,Leganes,2024
549,Julián Chicco,ar ARG,"MF,DF",27-116,3.3,0,0,0,1,3,0,3,3,7,0,0,0,11,1,10,9.1,Matches,Leganes,2024
550,Aritz Arambarri,es ESP,DF,27-098,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9,Matches,Leganes,2024
551,Duk,cv CPV,"MF,FW",25-082,1.6,1,0,0,5,12,0,8,0,3,0,0,0,9,1,4,20.0,Matches,Leganes,2024
552,Borna Barišić,hr CRO,DF,32-180,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Leganes,2024
553,Karl Jakob Hein,ee EST,GK,23-026,28.0,0,0,0,0,2,0,0,0,0,0,0,0,37,7,0,100.0,Matches,Valladolid,2024
554,Luis Pérez,es ESP,DF,30-094,26.9,2,0,0,12,24,3,99,28,27,0,1,0,75,15,31,32.6,Matches,Valladolid,2024
555,Javi Sánchez,es ESP,DF,28-056,22.5,6,0,0,19,3,0,0,22,16,0,2,0,57,34,31,52.3,Matches,Valladolid,2024
556,Raúl Moro,es ESP,"MF,FW",22-155,22.2,2,0,0,4,13,11,125,10,11,0,0,0,72,7,12,36.8,Matches,Valladolid,2024
557,Lucas Oliveira Rosa,br BRA,DF,25-036,21.0,6,0,0,35,19,1,36,28,33,0,0,0,87,18,10,64.3,Matches,Valladolid,2024
558,Stanko Jurić,hr CRO,MF,28-266,19.2,7,1,1,38,9,0,0,24,24,0,0,0,92,50,22,69.4,Matches,Valladolid,2024
559,Mario Martín,es ESP,MF,21-065,17.9,8,3,1,47,39,1,9,19,30,0,1,0,77,27,30,47.4,Matches,Valladolid,2024
560,Eray Cömert,ch SUI,"DF,MF",27-094,16.9,6,0,0,16,13,0,0,21,12,0,0,0,41,17,19,47.2,Matches,Valladolid,2024
561,Anuar,ma MAR,"MF,FW",30-114,16.6,7,0,0,28,39,9,19,15,23,1,0,0,61,20,28,41.7,Matches,Valladolid,2024
562,Mamadou Sylla,sn SEN,"FW,MF",31-050,16.5,5,0,0,15,30,13,9,3,3,2,0,0,32,40,57,41.2,Matches,Valladolid,2024
563,Selim Amallah,ma MAR,MF,28-175,14.0,6,0,0,29,23,1,31,14,15,0,0,0,64,5,14,26.3,Matches,Valladolid,2024
564,David Torres,es ESP,DF,22-065,15.4,5,0,0,13,3,0,3,10,8,0,0,1,27,20,21,48.8,Matches,Valladolid,2024
565,Kike Pérez,es ESP,MF,28-084,13.2,6,0,0,32,21,1,33,7,26,0,0,0,60,12,15,44.4,Matches,Valladolid,2024
566,Marcos André,br BRA,FW,28-201,13.1,5,0,0,12,28,5,1,3,6,0,0,0,44,47,44,51.6,Matches,Valladolid,2024
567,Iván Sánchez,es ESP,"MF,FW",32-228,14.0,4,0,0,15,39,3,91,13,19,0,0,0,55,10,11,47.6,Matches,Valladolid,2024
568,Juanmi Latasa,es ESP,FW,24-047,12.0,6,1,0,32,30,5,5,0,1,0,1,0,20,74,50,59.7,Matches,Valladolid,2024
569,Juma Bah,sl SLE,DF,19-028,9.6,1,0,0,6,6,0,0,12,7,0,0,0,35,31,13,70.5,Matches,Valladolid,2024
570,Antonio Candela,it ITA,DF,25-012,8.0,0,0,0,3,6,1,18,6,6,0,0,0,20,1,5,16.7,Matches,Valladolid,2024
571,Adam Aznou,ma MAR,DF,18-341,7.5,1,0,0,12,12,0,8,7,19,0,0,0,44,7,1,87.5,Matches,Valladolid,2024
572,Chuky san jose,es ESP,MF,21-010,7.2,1,0,0,2,10,4,20,0,2,0,0,0,19,0,10,0.0,Matches,Valladolid,2024
573,Darwin Machís,ve VEN,"MF,FW",32-091,6.9,0,0,0,4,12,2,61,5,4,0,0,0,33,6,2,75.0,Matches,Valladolid,2024
574,Tamás Nikitscher,hu HUN,MF,25-187,6.3,2,0,0,12,5,0,0,9,6,0,0,0,22,9,5,64.3,Matches,Valladolid,2024
575,Florian Grillitsch,at AUT,MF,29-275,5.3,1,0,0,4,10,0,5,4,6,0,0,0,31,2,1,66.7,Matches,Valladolid,2024
576,Joseph Aidoo,gh GHA,DF,29-222,6.0,0,0,0,2,2,0,0,4,5,0,0,0,25,6,8,42.9,Matches,Valladolid,2024
577,André Ferreira,pt POR,GK,28-345,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.0,Matches,Valladolid,2024
578,Cenk Özkacar,tr TUR,DF,24-215,4.9,0,0,0,2,0,0,0,11,3,0,0,0,19,7,10,41.2,Matches,Valladolid,2024
579,Amath,sn SEN,"FW,DF",28-297,3.9,1,0,0,3,5,2,6,2,0,0,0,0,12,1,6,14.3,Matches,Valladolid,2024
580,Enzo Boyomo,cm CMR,DF,23-214,3.0,0,0,0,3,0,0,0,1,2,0,0,0,11,3,5,37.5,Matches,Valladolid,2024
581,Víctor Meseguer,es ESP,MF,25-334,4.6,1,0,0,8,5,0,3,2,6,0,0,0,25,10,8,55.6,Matches,Valladolid,2024
582,Henrique,br BRA,DF,31-014,2.2,0,0,0,3,7,0,2,2,2,0,1,0,7,0,1,0.0,Matches,Valladolid,2024
583,Raúl Chasco,es ESP,DF,21-238,1.4,0,0,0,3,0,0,3,2,1,0,0,0,2,0,0,,Matches,Valladolid,2024
584,Arnau Rafús,es ESP,GK,22-012,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,Valladolid,2024
585,Mario Maroto,es ESP,MF,21-162,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches,Valladolid,2024
586,Adrian Baquerin,es ESP,FW,18-066,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Valladolid,2024
587,Kenedy,br BRA,"MF,FW",29-090,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Valladolid,2024
