,Player,Nation,Pos,Age,ptime_MP,ptime_Starts,ptime_Min,ptime_90s,perf_Gls,perf_Ast,perf_G+A,perf_G-PK,perf_PK,perf_PKatt,perf_CrdY,perf_CrdR,exp_xG,exp_npxG,exp_xAG,exp_npxG+xAG,prog_PrgC,prog_PrgP,prog_PrgR,p90_Gls,p90_Ast,p90_G+A,p90_G-PK,p90_G+A-PK,p90_xG,p90_xAG,p90_xG+xAG,p90_npxG,p90_npxG+xAG,Matches,Team,Season,MP
2,Alex Iwobi,ng NGA,"FW,MF",29-004,,33,2796.0,31.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.6,4.6,6.9,11.5,135.0,199.0,224.0,0.29,0.19,0.48,0.29,0.48,0.15,0.22,0.37,0.15,0.37,Matches,Fulham,2024,35.0
3,Calvin Bassey,ng NGA,DF,25-127,,32,2894.0,32.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.1,1.2,36.0,107.0,15.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.04,0.03,0.04,Matches,Fulham,2024,33.0
4,Raúl Jiménez,mx MEX,FW,34-002,,27,2224.0,24.7,10.0,3.0,13.0,7.0,3.0,3.0,4.0,0.0,11.2,8.8,3.2,12.0,32.0,56.0,119.0,0.4,0.12,0.53,0.28,0.4,0.45,0.13,0.58,0.36,0.48,Matches,Fulham,2024,35.0
5,Joachim Andersen,dk DEN,DF,28-341,,26,2313.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.3,1.3,13.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Fulham,2024,26.0
6,Saša Lukić,rs SRB,MF,28-267,,26,2169.0,24.1,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.2,1.2,2.6,3.8,37.0,92.0,29.0,0.0,0.08,0.08,0.0,0.08,0.05,0.11,0.16,0.05,0.16,Matches,Fulham,2024,28.0
7,Sander Berge,no NOR,MF,27-082,,24,2091.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.6,0.8,27.0,116.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,Fulham,2024,28.0
8,Emile Smith Rowe,eng ENG,MF,24-283,,23,1886.0,21.0,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,4.4,4.4,1.1,5.5,50.0,120.0,115.0,0.29,0.1,0.38,0.29,0.38,0.21,0.05,0.26,0.21,0.26,Matches,Fulham,2024,31.0
9,Andreas Pereira,br BRA,MF,29-126,,23,1879.0,20.9,2.0,4.0,6.0,2.0,0.0,1.0,7.0,0.0,3.5,2.7,4.5,7.2,27.0,99.0,78.0,0.1,0.19,0.29,0.1,0.29,0.17,0.21,0.38,0.13,0.34,Matches,Fulham,2024,31.0
10,Kenny Tete,nl NED,DF,29-210,,18,1504.0,16.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.9,2.1,33.0,50.0,47.0,0.0,0.12,0.12,0.0,0.12,0.07,0.05,0.13,0.07,0.13,Matches,Fulham,2024,19.0
11,Timothy Castagne,be BEL,DF,29-153,,17,1649.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,17.0,62.0,67.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,Matches,Fulham,2024,24.0
12,Adama Traoré,es ESP,"FW,MF",29-102,,16,1592.0,17.7,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,3.9,3.9,4.7,8.6,89.0,61.0,145.0,0.11,0.34,0.45,0.11,0.45,0.22,0.27,0.49,0.22,0.49,Matches,Fulham,2024,33.0
13,Issa Diop,fr FRA,DF,28-118,,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,6.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,Fulham,2024,21.0
14,Harry Wilson,wls WAL,"FW,MF",28-046,,10,1003.0,11.1,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,3.7,3.7,1.1,4.8,17.0,48.0,83.0,0.45,0.09,0.54,0.45,0.54,0.33,0.1,0.43,0.33,0.43,Matches,Fulham,2024,22.0
15,Rodrigo Muniz,br BRA,FW,24-003,,8,964.0,10.7,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,5.8,5.8,0.7,6.5,6.0,27.0,31.0,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches,Fulham,2024,31.0
16,Ryan Sessegnon,eng ENG,"FW,DF",24-354,,6,470.0,5.2,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.6,1.6,1.0,2.5,14.0,14.0,51.0,0.77,0.38,1.15,0.77,1.15,0.3,0.18,0.49,0.3,0.49,Matches,Fulham,2024,13.0
17,Reiss Nelson,eng ENG,FW,25-148,,5,487.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,45.0,35.0,63.0,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,Matches,Fulham,2024,11.0
18,Jorge Cuenca,es ESP,DF,25-171,,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Fulham,2024,6.0
19,Tom Cairney,sct SCO,MF,34-107,,2,494.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.2,0.2,1.0,1.2,14.0,47.0,29.0,0.18,0.0,0.18,0.18,0.18,0.04,0.17,0.21,0.04,0.21,Matches,Fulham,2024,22.0
20,Willian,br BRA,"FW,MF",36-271,,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,9.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.27,0.1,0.27,Matches,Fulham,2024,9.0
21,Joshua King,eng ENG,"MF,FW",18-124,,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.22,0.48,0.7,0.22,0.7,Matches,Fulham,2024,5.0
22,Harrison Reed,eng ENG,MF,30-100,,0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,Matches,Fulham,2024,12.0
23,Martial Godo,eng ENG,FW,22-054,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,2024,1.0
24,Carlos Vinícius,br BRA,"MF,FW",30-043,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Fulham,2024,3.0
25,Jay Stansfield,eng ENG,MF,22-164,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,2024,1.0
26,Samuel Amissah,eng ENG,DF,18-061,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,2024,0.0
27,Steven Benda,de GER,GK,26-218,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,2024,0.0
0,Dara O'Shea,ie IRL,DF,26-064,,32,2852.0,31.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.2,1.2,0.5,1.7,3.0,71.0,8.0,0.0,0.06,0.06,0.0,0.06,0.04,0.02,0.05,0.04,0.05,Matches,Ipswich Town,2024,32.0
1,Liam Delap,eng ENG,FW,22-088,,31,2491.0,27.7,12.0,2.0,14.0,10.0,2.0,2.0,10.0,0.0,9.3,7.7,1.9,9.6,60.0,30.0,105.0,0.43,0.07,0.51,0.36,0.43,0.34,0.07,0.4,0.28,0.35,Matches,Ipswich Town,2024,34.0
2,Leif Davis,eng ENG,DF,25-115,,30,2563.0,28.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.9,0.9,4.3,5.2,48.0,55.0,117.0,0.04,0.07,0.11,0.04,0.11,0.03,0.15,0.18,0.03,0.18,Matches,Ipswich Town,2024,31.0
3,Sam Morsy,eg EGY,MF,33-239,,28,2486.0,27.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.3,0.3,0.8,1.2,16.0,104.0,9.0,0.04,0.04,0.07,0.04,0.07,0.01,0.03,0.04,0.01,0.04,Matches,Ipswich Town,2024,30.0
4,Omari Hutchinson,eng ENG,"MF,FW",21-189,,27,2313.0,25.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.4,2.4,2.7,5.1,74.0,71.0,135.0,0.12,0.08,0.19,0.12,0.19,0.09,0.11,0.2,0.09,0.2,Matches,Ipswich Town,2024,28.0
5,Jens Cajuste,se SWE,MF,25-270,,23,1783.0,19.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.6,1.1,23.0,46.0,16.0,0.05,0.0,0.05,0.05,0.05,0.02,0.03,0.06,0.02,0.06,Matches,Ipswich Town,2024,27.0
6,Jacob Greaves,eng ENG,DF,24-237,,22,1935.0,21.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.0,1.3,7.0,53.0,8.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.06,0.06,0.06,Matches,Ipswich Town,2024,22.0
7,Arijanet Muric,xk KVX,GK,26-181,,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,18.0
8,Axel Tuanzebe,cd COD,DF,27-174,,17,1446.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.3,0.5,9.0,46.0,8.0,0.0,0.06,0.06,0.0,0.06,0.01,0.02,0.03,0.01,0.03,Matches,Ipswich Town,2024,19.0
9,Cameron Burgess,au AUS,DF,29-198,,15,1451.0,16.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,2.0,41.0,4.0,0.0,0.12,0.12,0.0,0.12,0.04,0.03,0.08,0.04,0.08,Matches,Ipswich Town,2024,17.0
10,Ben Johnson,eng ENG,"DF,FW",25-103,,14,1348.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,1.3,2.3,16.0,26.0,33.0,0.07,0.13,0.2,0.07,0.2,0.07,0.09,0.16,0.07,0.16,Matches,Ipswich Town,2024,22.0
11,Kalvin Phillips,eng ENG,MF,29-156,,14,1237.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.7,4.0,51.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Ipswich Town,2024,19.0
12,Sammie Szmodics,ie IRL,"FW,MF",29-225,,13,979.0,10.9,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,0.2,3.6,16.0,18.0,46.0,0.37,0.0,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches,Ipswich Town,2024,19.0
13,Luke Woolfenden,eng ENG,DF,26-198,,12,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,15.0
14,Wes Burns,wls WAL,"FW,DF",30-165,,12,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.6,2.2,38.0,8.0,65.0,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21,Matches,Ipswich Town,2024,18.0
15,Jack Clarke,eng ENG,"FW,MF",24-165,,11,1056.0,11.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.9,32.0,35.0,47.0,0.0,0.34,0.34,0.0,0.34,0.08,0.17,0.25,0.08,0.25,Matches,Ipswich Town,2024,29.0
16,Alex Palmer,eng ENG,GK,28-270,,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,11.0
17,Julio Enciso,py PAR,"FW,MF",21-104,,10,709.0,7.9,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,1.2,2.7,16.0,22.0,33.0,0.25,0.38,0.63,0.25,0.63,0.19,0.16,0.35,0.19,0.35,Matches,Ipswich Town,2024,11.0
18,Conor Chaplin,eng ENG,"MF,FW",28-080,,8,712.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.7,1.9,11.0,26.0,20.0,0.13,0.13,0.25,0.13,0.25,0.15,0.09,0.24,0.15,0.24,Matches,Ipswich Town,2024,19.0
19,Nathan Broadhead,wls WAL,"MF,FW",27-032,,6,605.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.6,2.1,17.0,12.0,27.0,0.15,0.0,0.15,0.15,0.15,0.22,0.1,0.32,0.22,0.32,Matches,Ipswich Town,2024,16.0
20,Christian Walton,eng ENG,GK,29-179,,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,6.0
21,Jaden Philogene Bidace,eng ENG,"FW,DF",23-088,,5,474.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.2,2.2,13.0,10.0,36.0,0.38,0.0,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42,Matches,Ipswich Town,2024,10.0
22,Harry Clarke,eng ENG,DF,24-066,,4,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Ipswich Town,2024,7.0
23,Jack Taylor,ie IRL,MF,26-318,,3,766.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.2,11.0,41.0,21.0,0.12,0.0,0.12,0.12,0.12,0.08,0.06,0.15,0.08,0.15,Matches,Ipswich Town,2024,29.0
24,George Hirst,sct SCO,FW,26-081,,3,493.0,5.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.6,1.6,0.3,1.9,9.0,13.0,29.0,0.55,0.18,0.73,0.55,0.73,0.28,0.06,0.35,0.28,0.35,Matches,Ipswich Town,2024,23.0
25,Conor Townsend,eng ENG,DF,32-064,,3,335.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,2.0,8.0,13.0,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,Matches,Ipswich Town,2024,6.0
26,Chiedozie Ogbene,ie IRL,FW,28-006,,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Ipswich Town,2024,5.0
27,Massimo Luongo,au AUS,MF,32-224,,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,9.0
28,Ben Godfrey,eng ENG,DF,27-112,,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,3.0
29,Ali Al Hamadi,iq IRQ,FW,23-067,,0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.4,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,Matches,Ipswich Town,2024,11.0
30,Marcus Harness,eng ENG,MF,29-072,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,2.0
31,George Edmundson,eng ENG,DF,27-249,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich Town,2024,1.0
32,Somto Boniface,eng ENG,DF,19-057,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich Town,2024,0.0
33,Cieran Slicker,sct SCO,GK,22-234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich Town,2024,0.0
34,Tom Taylor,,MF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich Town,2024,0.0
0,Jamie Vardy,eng ENG,FW,38-116,,33,2655.0,29.5,8.0,3.0,11.0,7.0,1.0,2.0,5.0,0.0,10.7,9.1,2.9,12.0,27.0,20.0,110.0,0.27,0.1,0.37,0.24,0.34,0.36,0.1,0.46,0.31,0.41,Matches,Leicester City,2024,33.0
1,James Justin,eng ENG,DF,27-073,,31,2669.0,29.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,39.0,87.0,92.0,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,Matches,Leicester City,2024,33.0
2,Victor Bernth Kristiansen,dk DEN,DF,22-142,,28,2380.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,39.0,69.0,75.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,Leicester City,2024,28.0
3,Wout Faes,be BEL,DF,27-034,,27,2545.0,28.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.1,1.5,12.0,80.0,1.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,Leicester City,2024,31.0
4,Mads Hermansen,dk DEN,GK,24-300,,27,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,27.0
5,Wilfred Ndidi,ng NGA,MF,28-142,,26,2147.0,23.9,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.8,3.9,17.0,65.0,75.0,0.0,0.17,0.17,0.0,0.17,0.09,0.08,0.16,0.09,0.16,Matches,Leicester City,2024,26.0
6,Bilal El Khannouss,ma MAR,MF,20-362,,25,2003.0,22.3,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,4.1,5.2,71.0,119.0,83.0,0.09,0.13,0.22,0.09,0.22,0.05,0.18,0.23,0.05,0.23,Matches,Leicester City,2024,30.0
7,Boubakary Soumaré,fr FRA,MF,26-069,,23,1960.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.4,0.7,31.0,95.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Leicester City,2024,28.0
8,Harry Winks,eng ENG,MF,29-094,,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,Matches,Leicester City,2024,22.0
9,Stephy Mavididi,eng ENG,FW,26-341,,16,1615.0,17.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.8,1.8,2.6,4.4,91.0,57.0,138.0,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,Matches,Leicester City,2024,30.0
10,Conor Coady,eng ENG,DF,32-071,,16,1444.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Leicester City,2024,19.0
11,Jordan Ayew,gh GHA,"FW,MF",33-238,,16,1425.0,15.8,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,3.0,2.2,1.0,3.2,42.0,37.0,77.0,0.32,0.0,0.32,0.25,0.25,0.19,0.06,0.25,0.14,0.2,Matches,Leicester City,2024,27.0
12,Jannik Vestergaard,dk DEN,DF,32-277,,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Leicester City,2024,18.0
13,Facundo Buonanotte,ar ARG,"FW,MF",20-135,,14,1474.0,16.4,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,3.8,3.8,3.1,6.8,38.0,52.0,69.0,0.24,0.12,0.37,0.24,0.37,0.23,0.19,0.42,0.23,0.42,Matches,Leicester City,2024,29.0
14,Caleb Okoli,it ITA,DF,23-298,,12,1124.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,3.0,32.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,Matches,Leicester City,2024,18.0
15,Luke Thomas,eng ENG,DF,23-331,,10,873.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,3.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches,Leicester City,2024,11.0
16,Bobby De Cordova-Reid,jm JAM,FW,32-094,,9,744.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,14.0,15.0,48.0,0.12,0.24,0.36,0.12,0.36,0.1,0.15,0.24,0.1,0.24,Matches,Leicester City,2024,23.0
17,Oliver Skipp,eng ENG,MF,24-233,,8,996.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,0.3,0.4,16.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Leicester City,2024,21.0
18,Jakub Stolarczyk,pl POL,GK,24-139,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,7.0
19,Kasey McAteer,ie IRL,"FW,MF",23-166,,6,612.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,16.0,11.0,52.0,0.0,0.15,0.15,0.0,0.15,0.1,0.09,0.19,0.1,0.19,Matches,Leicester City,2024,15.0
20,Abdul Fatawu Issahaku,gh GHA,FW,21-060,,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,42.0,17.0,60.0,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,Matches,Leicester City,2024,11.0
21,Patson Daka,zm ZAM,"FW,MF",26-210,,5,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,10.0,8.0,34.0,0.14,0.0,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches,Leicester City,2024,21.0
22,Ricardo Pereira,pt POR,DF,31-213,,4,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Leicester City,2024,8.0
23,Danny Ward,wls WAL,GK,31-319,,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,2.0
24,Hamza Choudhury,bd BAN,"MF,DF",27-218,,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,Leicester City,2024,4.0
25,Woyo Coulibaly,fr FRA,DF,25-352,,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Leicester City,2024,4.0
26,Jeremy Monga,,"FW,MF",,,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,4.0
27,Odsonne Édouard,fr FRA,FW,27-111,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,Leicester City,2024,4.0
28,Jake Evans,,FW,,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,2.0
29,Will Alves,eng ENG,FW,20-093,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,1.0
30,Michael Golding,eng ENG,MF,18-349,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,2024,1.0
